Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Audi,SQ5,2017,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,Performance",Midsize,4dr SUV,24,17,3105,53300
Lincoln,Continental,2017,regular unleaded,305,6,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,24,16,61,49515
Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,48100
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,24,18,2031,47310
Lincoln,Continental,2017,regular unleaded,305,6,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,24,16,61,46560
Infiniti,QX70,2017,premium unleaded (required),325,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190,45850
Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,45270
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,24,18,2031,43940
Lincoln,MKT,2017,regular unleaded,303,6,AUTOMATIC,front wheel drive,4,"Crossover,Luxury",Large,Wagon,24,16,61,43530
Ford,Taurus,2017,premium unleaded (recommended),365,6,AUTOMATIC,all wheel drive,4,"Factory Tuner,High-Performance",Large,Sedan,24,16,5657,42520
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,24,18,2031,41715
Ford,Edge,2017,regular unleaded,315,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,24,17,5657,40900
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18,549,40025
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18,1385,38980
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,24,17,5657,38705
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,24,18,2031,38520
Hyundai,Santa Fe Sport,2017,regular unleaded,265,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,19,1439,38250
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18,1385,37835
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18,549,37560
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18,549,36720
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18,1385,36515
Volkswagen,Tiguan,2017,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,20,873,36475
Infiniti,QX50,2017,premium unleaded (recommended),325,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190,36250
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,24,18,1385,36035
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,35720
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,24,18,2031,35080
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,549,35080
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,549,34955
Volkswagen,Tiguan,2017,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,20,873,34580
Volkswagen,Tiguan,2017,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,24,20,873,34500
Infiniti,QX50,2017,premium unleaded (recommended),325,6,AUTOMATIC,rear wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190,34450
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,1385,33985
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,1385,33860
Dodge,Journey,2017,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851,33695
Ford,Explorer,2017,flex-fuel (unleaded/E85),290,6,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Midsize,4dr SUV,24,17,5657,33625
Kia,Sedona,2017,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,18,1720,33600
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18,1385,33445
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18,1385,33360
Volkswagen,Tiguan,2017,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,24,20,873,32605
Hyundai,Santa Fe,2017,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,18,1439,32550
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,32240
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18,549,32230
Subaru,WRX,2017,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,24,18,640,32195
Volkswagen,Tiguan,2017,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,20,873,32070
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,31740
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,31740
Ford,Taurus,2017,flex-fuel (unleaded/E85),288,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,24,17,5657,31625
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,24,18,1385,31610
Ford,Explorer,2017,flex-fuel (unleaded/E85),290,6,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Midsize,4dr SUV,24,17,5657,31160
Dodge,Journey,2017,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851,30995
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,2031,30485
Subaru,WRX,2017,premium unleaded (recommended),268,4,AUTOMATIC,all wheel drive,4,Performance,Compact,Sedan,24,18,640,30195
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,30190
Volkswagen,Tiguan,2017,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,24,20,873,30095
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,1385,30000
Dodge,Journey,2017,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851,29795
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,29690
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,1385,29610
Kia,Sedona,2017,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,18,1720,28850
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,2031,28700
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,549,28595
Dodge,Journey,2017,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851,28395
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,549,28205
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,1385,27975
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,1385,27585
Volkswagen,Tiguan,2017,premium unleaded (recommended),200,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,24,20,873,26970
Kia,Sedona,2017,regular unleaded,276,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,24,18,1720,26800
Dodge,Journey,2017,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851,26595
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,2031,25730
Volkswagen,Tiguan,2017,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,24,20,873,24995
Mercedes-Benz,350-Class,1990,diesel,134,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,23,19,617,2144
Mercedes-Benz,350-Class,1990,diesel,134,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,23,19,617,2098
Audi,200,1990,regular unleaded,162,5,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,23,15,3105,2000
Chrysler,TC,1990,regular unleaded,200,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,23,16,1013,2000
Volvo,740,1990,regular unleaded,153,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,23,18,870,2000
Infiniti,M30,1990,regular unleaded,162,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,23,17,190,2000
Mercedes-Benz,350-Class,1991,diesel,134,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,23,19,617,2311
Mercedes-Benz,350-Class,1991,diesel,134,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,23,19,617,2178
Cadillac,Brougham,1991,regular unleaded,170,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1624,2000
Chrysler,Imperial,1991,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,23,15,1013,2000
Volvo,240,1991,regular unleaded,114,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,23,18,870,2000
Subaru,XT,1991,regular unleaded,145,6,MANUAL,all wheel drive,2,N/A,Compact,Coupe,23,16,640,2000
Lexus,ES 250,1991,regular unleaded,156,6,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,23,17,454,2000
Infiniti,M30,1991,regular unleaded,162,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,23,17,190,2000
Infiniti,M30,1991,regular unleaded,162,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,23,17,190,2000
Oldsmobile,Custom Cruiser,1991,regular unleaded,170,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,23,15,26,2000
Cadillac,Brougham,1992,regular unleaded,170,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1624,2000
Chrysler,Imperial,1992,regular unleaded,150,6,AUTOMATIC,front wheel drive,4,N/A,Large,Sedan,23,16,1013,2000
Volkswagen,Corrado,1992,regular unleaded,178,6,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,16,873,2000
Mercedes-Benz,300-Class,1992,regular unleaded,158,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,18,617,2000
Plymouth,Laser,1992,regular unleaded,195,4,MANUAL,all wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,18,535,2000
Infiniti,M30,1992,regular unleaded,162,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Coupe,23,17,190,2000
Infiniti,M30,1992,regular unleaded,162,6,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,23,17,190,2000
Oldsmobile,Custom Cruiser,1992,regular unleaded,170,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,23,15,26,2000
Mazda,RX-7,1993,regular unleaded,255,,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,23,15,586,7523
Mercedes-Benz,300-Class,1993,regular unleaded,194,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,17,617,2247
Acura,Legend,1993,regular unleaded,200,6,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,23,16,204,2060
Acura,Legend,1993,regular unleaded,230,6,MANUAL,front wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,15,204,2042
Cadillac,Sixty Special,1993,regular unleaded,200,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,1624,2000
Volkswagen,Corrado,1993,regular unleaded,178,6,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,16,873,2000
Plymouth,Laser,1993,regular unleaded,195,4,MANUAL,all wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,18,535,2000
Acura,Legend,1993,regular unleaded,200,6,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,23,15,204,2000
Acura,Legend,1993,regular unleaded,200,6,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,23,16,204,2000
Acura,Legend,1993,regular unleaded,230,6,MANUAL,front wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,15,204,2000
Mazda,RX-7,1994,regular unleaded,255,,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,23,15,586,8147
Dodge,Stealth,1994,regular unleaded,222,6,MANUAL,front wheel drive,2,Performance,Compact,Coupe,23,17,1851,2350
Dodge,Stealth,1994,regular unleaded,222,6,MANUAL,front wheel drive,2,Performance,Compact,Coupe,23,17,1851,2203
Acura,Legend,1994,regular unleaded,200,6,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,23,16,204,2028
Cadillac,Fleetwood,1994,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1624,2000
Chevrolet,Caprice,1994,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,23,15,1385,2000
Plymouth,Laser,1994,regular unleaded,195,4,MANUAL,all wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,18,535,2000
Mitsubishi,Mighty Max Pickup,1994,regular unleaded,116,4,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,23,18,436,2000
Mitsubishi,Mighty Max Pickup,1994,regular unleaded,151,4,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,23,18,436,2000
Buick,Roadmaster,1994,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,23,15,155,2000
Buick,Roadmaster,1994,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,23,15,155,2000
Buick,Roadmaster,1994,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,23,15,155,2000
Mazda,RX-7,1995,regular unleaded,255,,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,Coupe,23,15,586,8839
Dodge,Stealth,1995,regular unleaded,222,6,MANUAL,front wheel drive,2,Performance,Compact,Coupe,23,17,1851,2575
Subaru,SVX,1995,regular unleaded,230,6,AUTOMATIC,all wheel drive,2,Performance,Compact,Coupe,23,15,640,2230
Acura,Legend,1995,regular unleaded,200,6,MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,23,16,204,2135
Audi,90,1995,regular unleaded,172,6,MANUAL,all wheel drive,4,Luxury,Compact,Sedan,23,17,3105,2000
Cadillac,Fleetwood,1995,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1624,2000
Chevrolet,Caprice,1995,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,23,15,1385,2000
Volvo,960,1995,regular unleaded,181,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,23,15,870,2000
Volvo,960,1995,regular unleaded,181,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,15,870,2000
Subaru,SVX,1995,regular unleaded,230,6,AUTOMATIC,all wheel drive,2,Performance,Compact,Coupe,23,15,640,2000
Subaru,SVX,1995,regular unleaded,230,6,AUTOMATIC,front wheel drive,2,Performance,Compact,Coupe,23,15,640,2000
Subaru,SVX,1995,regular unleaded,230,6,AUTOMATIC,front wheel drive,2,Performance,Compact,Coupe,23,15,640,2000
Mitsubishi,Mighty Max Pickup,1995,regular unleaded,116,4,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,23,18,436,2000
Buick,Roadmaster,1995,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,23,15,155,2000
Buick,Roadmaster,1995,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Wagon,23,15,155,2000
Buick,Roadmaster,1995,regular unleaded,260,8,AUTOMATIC,rear wheel drive,4,N/A,Large,Sedan,23,15,155,2000
Dodge,Stealth,1996,regular unleaded,222,6,MANUAL,front wheel drive,2,Performance,Compact,Coupe,23,17,1851,3044
Suzuki,Sidekick,1996,regular unleaded,120,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,20,481,2000
Suzuki,Sidekick,1996,regular unleaded,120,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,20,481,2000
Mitsubishi,Mighty Max Pickup,1996,regular unleaded,116,4,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,23,18,436,2000
Saab,900,1996,regular unleaded,185,4,MANUAL,front wheel drive,4,"Hatchback,Luxury,Performance",Compact,4dr Hatchback,23,15,376,2000
Saab,900,1996,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,"Hatchback,Luxury",Compact,4dr Hatchback,23,17,376,2000
Saab,900,1996,regular unleaded,170,6,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,23,17,376,2000
Mitsubishi,3000GT,1997,regular unleaded,218,6,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,17,436,3941
Nissan,Truck,1997,regular unleaded,134,4,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,23,19,2009,2837
Nissan,Truck,1997,regular unleaded,134,4,MANUAL,rear wheel drive,2,N/A,Compact,Extended Cab Pickup,23,19,2009,2550
Nissan,Truck,1997,regular unleaded,134,4,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,23,19,2009,2391
Nissan,Truck,1997,regular unleaded,134,4,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,23,19,2009,2241
Saab,900,1997,regular unleaded,170,6,AUTOMATIC,front wheel drive,2,Luxury,Compact,Convertible,23,17,376,2117
Suzuki,Sidekick,1997,regular unleaded,120,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,19,481,2002
Suzuki,Sidekick,1997,regular unleaded,120,4,MANUAL,rear wheel drive,4,N/A,Compact,4dr SUV,23,19,481,2000
Suzuki,Sidekick,1997,regular unleaded,120,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,19,481,2000
Saab,900,1997,regular unleaded,170,6,AUTOMATIC,front wheel drive,4,"Hatchback,Luxury",Compact,4dr Hatchback,23,17,376,2000
Pontiac,Trans Sport,1997,regular unleaded,180,6,AUTOMATIC,front wheel drive,3,N/A,Midsize,Passenger Minivan,23,16,210,2000
Pontiac,Trans Sport,1997,regular unleaded,180,6,AUTOMATIC,front wheel drive,3,N/A,Compact,Passenger Minivan,23,16,210,2000
Mitsubishi,3000GT,1998,regular unleaded,218,6,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,17,436,4671
Lexus,LS 400,1998,regular unleaded,290,8,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,17,454,4207
Lexus,SC 400,1998,regular unleaded,290,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,17,454,3442
Volvo,S90,1998,regular unleaded,181,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,16,870,2269
Volvo,S70,1998,regular unleaded,236,5,MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,23,17,870,2232
Volvo,V90,1998,regular unleaded,181,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Wagon,23,16,870,2200
Suzuki,Sidekick,1998,regular unleaded,120,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,20,481,2153
Suzuki,Sidekick,1998,regular unleaded,120,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,20,481,2125
Pontiac,Trans Sport,1998,regular unleaded,180,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,210,2104
Suzuki,Sidekick,1998,regular unleaded,120,4,MANUAL,four wheel drive,4,N/A,Compact,4dr SUV,23,20,481,2078
Pontiac,Trans Sport,1998,regular unleaded,180,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Passenger Minivan,23,16,210,2038
Suzuki,Sidekick,1998,regular unleaded,120,4,MANUAL,rear wheel drive,4,N/A,Compact,4dr SUV,23,20,481,2027
Pontiac,Trans Sport,1998,regular unleaded,180,6,AUTOMATIC,front wheel drive,4,N/A,Compact,Passenger Minivan,23,16,210,2000
Pontiac,Trans Sport,1998,regular unleaded,180,6,AUTOMATIC,front wheel drive,3,N/A,Compact,Passenger Minivan,23,16,210,2000
Mitsubishi,3000GT,1999,regular unleaded,218,6,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,23,17,436,5306
Lexus,LS 400,1999,regular unleaded,290,8,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,16,454,4556
Lexus,SC 400,1999,regular unleaded,290,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,16,454,4031
Volvo,S70,1999,regular unleaded,190,5,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,23,16,870,2384
Cadillac,Catera,1999,regular unleaded,200,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,16,1624,2066
Pontiac,Firebird,2000,regular unleaded,305,8,UNKNOWN,rear wheel drive,2,"Factory Tuner,Performance",Midsize,Convertible,23,15,210,9567
Pontiac,Firebird,2000,regular unleaded,305,8,UNKNOWN,rear wheel drive,2,"Hatchback,Factory Tuner,Performance",Midsize,2dr Hatchback,23,15,210,8548
Pontiac,Firebird,2000,regular unleaded,305,8,UNKNOWN,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,23,15,210,6175
Lexus,LS 400,2000,regular unleaded,290,8,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,16,454,5035
Lexus,SC 400,2000,regular unleaded,290,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,23,16,454,4404
Volvo,S70,2000,regular unleaded,190,5,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,23,16,870,2637
Plymouth,Grand Voyager,2000,flex-fuel (unleaded/E85),158,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Passenger Minivan,23,16,535,2331
Plymouth,Voyager,2000,flex-fuel (unleaded/E85),158,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Passenger Minivan,23,16,535,2317
Plymouth,Grand Voyager,2000,regular unleaded,158,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,23,16,535,2267
Chrysler,Grand Voyager,2000,flex-fuel (unleaded/E85),158,6,AUTOMATIC,front wheel drive,4,Flex Fuel,Large,Passenger Minivan,23,16,1013,2266
Cadillac,Catera,2000,regular unleaded,200,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,16,1624,2241
Chrysler,Grand Voyager,2000,regular unleaded,158,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,23,16,1013,2169
Cadillac,Catera,2000,regular unleaded,200,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,23,16,1624,2103
BMW,M,2001,premium unleaded (required),315,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,23,15,3916,45990
BMW,M,2001,premium unleaded (required),315,6,MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,23,15,3916,44990
Lincoln,Continental,2001,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,61,39660
Oldsmobile,Aurora,2001,premium unleaded (required),250,8,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,23,15,26,34794
Pontiac,Firebird,2001,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Performance",Midsize,Convertible,23,16,210,31215
Pontiac,Firebird,2001,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Hatchback,Factory Tuner,Performance",Midsize,2dr Hatchback,23,16,210,27145
Pontiac,Firebird,2001,premium unleaded (required),310,8,AUTOMATIC,rear wheel drive,2,"Hatchback,Performance",Midsize,2dr Hatchback,23,16,210,24035
Lincoln,Continental,2002,premium unleaded (required),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,61,39895
Lincoln,Continental,2002,premium unleaded (required),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,61,39775
Lincoln,Continental,2002,premium unleaded (required),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,61,38790
Lincoln,Continental,2002,premium unleaded (required),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,61,38185
